店铺名称,商户名称,合同ID (采购合同编号),上线时间,区/县,商圈,店铺电话,店铺面积,店铺位置,详细地址,手机 (商户名称),创建时间,采购合同编号,主要联系人 (商户),电话 (商户),cmid
托普美容美发（元芬店）,深圳市好好美容美发有限公司,2.01507E+17,2015/1/8,龙华新区,大浪,18744971200,100m2以上,社区,深圳市龙华新区大浪街道高峰社区元芬天诚路龙尾商住楼一楼2号,18038130988,2014/12/30 16:08,SZ-NS-2015001423,,,404
托普同盛店,深圳市好好美容美发有限公司,2.01507E+17,,龙华新区,大浪,13265819898,,,深圳市龙华新区大浪街道华兴路同盛百货三楼,18038130988,2015/7/10 14:20,SZ-NS-2015001423,全远红,18038130988,946
唯美元素,深圳市福田区唯美元数美发店,4.40304E+17,2015/1/8,福田区,皇岗,0755-82861488,,,深圳市福田区田面新村45栋首层101,18926588185,2015/1/4 20:53,SZ-BA-201400757,桂伟,,542
唯那丝（岗头店）,深圳市龙岗区春兰轩尼丝理发店,4.40307E+17,2015/6/8,龙岗区,坂田,13798307023,100m2以上,其他,深圳市龙岗区岗头村中心路11巷14号一楼,13798307023,2015/2/10 16:20,SZ-NS-201500641,钟小明,,779
唯那丝（黄金山店）,深圳市龙岗区坂田轩尼丝理发店,,2015/6/8,龙岗区,坂田,13266664952,100m2以上,其他,深圳市龙岗区坂田街道办黄金山13巷1号,13691979623,2015/2/10 16:23,SZ-NS-201500649,钟小明,,780
唯那丝（马蹄山店）,深圳市龙岗区坂田轩尼丝理发店,*,2015/1/8,龙岗区,坂田,0755-84417776,60-100m2,社区,深圳市龙岗区坂田街道岗头社区马蹄山三巷四号一楼,13691979623,2015/2/10 16:00,SZ-NS-201500646,钟小明,,778
唯一造型,深圳市光明新区公明唯一造型理发店,2.01506E+17,2015/1/8,宝安区,公明,0755-27109630,100m2以上,商业区,深圳市公明集美路3号,13826531966,2015/1/5 19:31,SZ-NS-2015001005,李志荣,,598
维摩发型沙龙,深圳市福田区维摩美发店,4.40304E+17,2015/1/8,福田区,福田口岸,0755-82566273,100m2以上,社区,深圳市福田区口岸商业广场二楼52_55号铺,15920065368,2014/12/18 14:33,SZ-LH-201400281,梁国昌,,155
维纳斯,深圳市维纳斯投资发展有限公司,4.40307E+17,2015/1/8,龙岗区,万科广场,0755-89230421,100m2以上,商业区,深圳市龙岗区龙翔大道6059号,13530922199,2014/12/29 13:44,SZ-LG-201400692,肖昌伟,,391
维纳斯护肤造型中心（石厦店）,深圳市福田区维纳斯美容美发会所,4.40304E+17,2015/1/8,福田区,石厦,0755-82821429,100m2以上,商业区,深圳市福田区石厦北三街南方国际广场首层A栋,15099905056,2014/12/8 14:37,SZ-FT-201400002,汤明,,15
维纳斯护肤造型中心（新洲店）,深圳市福田区维纳斯美容美发会所,4.40304E+17,2015/1/8,福田区,新洲,0755-83236320,100m2以上,商业区,深圳市福田区新街二街西新洲六街北南溪新苑101-B4、B5,15099905056,2014/12/8 14:34,SZ-FT-201400002,汤明,,14
无限美,深圳市宝安区石岩无限美理发店,2.01507E+17,,宝安区,石岩,13246617700,,,深圳市宝安区石岩街道应人石社区南天路商业街40号,13714305026,2015/7/17 16:09,SZ--2015001315,周守军,,927
西wen造型,深圳市龙岗区西文造型美发室,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-89626200,100m2以上,商业区,深圳市龙岗区龙城街道中心城欧景花园3栋113,15220220272,2014/12/30 18:44,SZ-LG-201400646,吴大亮,,420
西乡发艺秀美发店,深圳市宝安区西乡发艺秀美发店,4.40306E+17,2015/1/8,宝安区,固戍,13066983203,,,深圳市宝安区固戍村固戍一路281号,15820488488,2015/1/7 18:14,SZ-BA-201400778,曾朋飞,,640
西乡后来造型,深圳市宝安区西乡后来造型发型设计部,2.01506E+17,,宝安区,西乡,13163727023,,,深圳市宝安区西乡街道鸣乐街2栋101号,13602636680,2015/6/16 18:28,SZ-NS-201500414,黄碧伟,,873
纤百度,深圳市宝安区福永纤百度造型理发店,2.01507E+17,,宝安区,福永,15814025264,,,深圳市宝安区福永街道大桥头社区富桥二区C18栋一楼103号,17722623149,2015/7/17 14:57,SZ-NS-2015001414,董武,,926
纤度发型顾问,深圳市好好美容美发有限公司,2.01507E+17,,龙华新区,大浪,18666297605,,,深圳市龙华新区大浪街道华兴路同盛百货三楼,18038130988,2015/7/21 14:23,SZ-NS-2015001423,全远红,18038130988,947
纤度美容美发,深圳市好好美容美发有限公司,2.01507E+17,2015/1/8,宝安区,石岩,15814034983,100m2以上,商业区,深圳市宝安区石岩街道石龙路35-2号,18038130988,2014/12/30 18:39,SZ-NS-2015001423,,,419
纤尚（梅林店）,深圳市福田区魅力千尚理发店,0,2015/1/8,福田区,梅林,0755-83125602,100m2以上,社区,深圳市福田区梅林街道下梅林市场梅华路269号,13480762648,2014/12/12 14:34,SZ-NS-201500001060,陈贤耕,,92
纤手,深圳市宝安区西乡明派名艺理发店,2.01507E+17,2015/1/8,宝安区,福永,0755-33222158,100m2以上,社区,深圳市宝安区福永街道白石厦社区裕华园西一巷23号103,18617006685,2015/1/4 20:44,SZ-NS-2015001231,邓俊锋,,541
纤手· 韩国连锁,深圳市宝安区沙井卡卡理发店,4.40306E+17,2015/1/8,宝安区,沙井,18312484806,100m2以上,社区,深圳市宝安区沙井镇万丰村仁爱路7号,18664599134,2015/2/9 15:34,SZ-LG-201400809,宏伟,,776
纤手精剪造型,深圳市宝安区西乡精致理发店,2.01506E+17,,宝安区,西乡,13410108238,,,西乡街道宝源路海滨新村5栋4铺,18138226631,2015/6/19 18:04,SZ-NS-201500670,何仲航,,872
纤手造型（官龙店）,深圳市南山区纤手美美造型美发店,2.01507E+17,,南山区,西丽,13149890916,,,"深圳市南山区西丽街道官龙村第一工业区
a栋10商铺",13049890916,2015/7/20 14:10,SZ-NS-201500744,袁欢,,932
纤手专业烫染连锁（万丰店）,深圳市宝安区沙井卡卡理发店,1.48576E+13,2015/5/14,宝安区,沙井,13172208882,60-100m2,社区,深圳市宝安区沙井镇万丰中路430号,18664599134,2015/5/14 15:29,SZ-NS-201500184,宏伟,,788
纤丝发艺（九店),深圳市龙华新区学良风格一族理发店,4.40306E+17,2015/1/8,龙华新区,民治,15112675935,100m2以上,社区,深圳市龙华新区民治街道沙元埔119栋,13590260858,2014/12/25 19:04,SZ-LH-201400366,温学良,,321
纤丝发艺（十店）,深圳市龙华新区学良风格一族理发店,4.40306E+17,2015/1/8,龙华新区,民治,15820465175,100m2以上,,深圳市龙华新区民治塘水围二区50栋,13590260858,2014/12/25 19:06,SZ-LH-201400366,温学良,,323
纤丝坊,深圳市宝安区民治纤丝坊发型屋,2.01506E+17,,龙华新区,民治,13632903367,,社区,深圳市宝安区民治街道电站路78号(原勤芬路变电站旁（颐泉综合楼）1楼104),13632903367,2015/6/19 17:48,SZ-NS-2015001003,李文锋,,871
纤艺,深圳市宝安区福永精灵理发店,4.40306E+17,2015/1/8,宝安区,福永,13714455916,,,深圳市宝安区福永街道和平社区玻璃32号,13714455916,2015/1/4 19:19,SZ-LG-201400640,熊蕾,,508
显然美发,深圳市罗湖区显然美发形象设计室,4.40303E+17,2015/1/8,罗湖区,翠竹,0755-25668564,100m2以上,社区,深圳市罗湖区文锦中路海丽大厦一楼,13530681711,2014/12/16 13:53,SZ-LH-20140205,程妃产,,111
香雅美发,深圳市福田区香雅美发中心,2.01507E+17,,福田区,香蜜湖,18902859972,,,红荔西路香蜜三村1栋14号商铺,18902859972,2015/7/24 18:33,SZ-NS-2015001581,王汉平,,973
向日葵,深圳市龙华新区民治尚艺向日葵发型设计屋,4.40308E+17,,龙华新区,民治,0755-28122199,,,深圳市龙华新区民治街道玉华花园门口,15811808079,2015/6/12 15:29,SZ-NS-2015001020,项浩然,,861
向往造型,深圳市南山区向往造型永隆店,2.01506E+17,,南山区,南新路口,13631696621,,,深圳市南山区南新路大新村龙屋四巷17号,13631696621,2015/6/30 15:57,SZ-NS-2015001103,全敦洋,,885
小白发艺店（罗湖店）,深圳市罗湖区小白发艺店,4.40303E+17,2015/1/8,罗湖区,人民南,0755-25933906,100m2以上,社区,深圳市罗湖区红桂路2071号,15012588896,2014/12/16 15:55,SZ-LH-20140218,孙玮,,124
筱珂（东海店）,深圳市筱珂美容美发有限公司,4.40305E+17,2015/1/8,福田区,香蜜湖,0755-88304863,100m2以上,商业区,深圳市福田区香蜜湖街道办农坊路24号,18680485599,2015/1/7 18:21,SZ-NS-201400779,柯水进,,636
筱珂（后海店）,深圳市筱珂美容美发有限公司,4.40305E+17,2015/1/8,南山区,后海,0755-21611672,100m2以上,商业区,深圳市南山区后海滨路君汇新天商业铺位一楼,18680485599,2015/1/7 18:25,SZ-NS-201400779,柯水进,,637
筱珂（湾夏店）,深圳市筱珂美容美发有限公司,4.40305E+17,2015/1/8,南山区,后海,0755-21617622,100m2以上,商业区,深圳市南山区后海滨路各层绿海湾12、13、14号商铺,18680485599,2015/1/7 18:36,SZ-NS-201400779,柯水进,,639
筱珂（望海店）,深圳市筱珂美容美发有限公司,4.40305E+17,2015/1/8,南山区,蛇口,0755-21606696,100m2以上,商业区,深圳市南山区蛇口望海路1089-33号,18680485599,2015/1/7 18:16,SZ-NS-201400779,柯水进,,635
筱珂（裕安店）,深圳市筱珂美容美发有限公司,4.40305E+17,2015/1/8,宝安区,西乡,0755-29165878,100m2以上,商业区,深圳市宝安区西乡街道悦和路7-9号,18680485599,2015/1/7 18:29,SZ-NS-201400779,柯水进,,638
肖奈儿,深圳市肖奈尔美容美发有限公司,4.40305E+17,2015/1/8,南山区,海岸城,0755-26921122,100m2以上,商业区,深圳市南山区创业路南电力花园一期1号楼103号商铺,15800033800,2015/1/4 19:11,SZ-LG-201400717,肖红群,,509
新标榜,深圳市龙岗区横岗鑫标榜理发店,4.40307E+17,2015/1/8,龙岗区,横岗,0755-28508185,,,深圳市龙岗区横岗街道六约路115号102,13714509737,2015/1/5 22:22,SZ-LG-201400705,黄鸿禧,,607
新潮流（暗径店）,深圳市盐田区新潮流理发店,4.40302E+17,2015/1/8,盐田区,沙头角,0755-25353751,,,深圳市盐田区暗径新村海山一巷33号,13410888315,2015/1/6 11:07,SZ-LG-201400660,张志红,,618
新潮流（恩上路店）,深圳市盐田区新潮流理发店,4.40302E+17,2015/1/8,盐田区,沙头角,0755-25672987,,,深圳市盐田区沙头角三家店恩上路一巷,13410888315,2015/1/6 11:18,SZ-LG-201400660,张志红,,621
新潮流（香径西街店）,深圳市盐田区新潮流理发店,4.40302E+17,2015/1/8,盐田区,沙头角,0755-82622148,,,深圳市盐田区香径西街暗径新村大门,13410888315,2015/1/6 11:13,SZ-LG-201400660,张志红,,619
新发现,深圳市福田区陌然理发店,2.01507E+17,,福田区,岗厦,18319996368,,,深圳市福田区福田街道岗厦村东三坊47号首层102,18319996368,2015/7/22 16:52,SZ-NS-201500966,张浩飞,,967
新活力,深圳市南山区新活力理发店,2.01507E+17,,南山区,桃源村,13826570716,,,深圳市南山区桃园街道平山丽山路平康苑1-3楼（1楼15号）,13826570716,2015/7/31 16:37,SZ-NS-2015001827,庄剑峰,,"1,011"
新偶像,深圳市宝安区西乡飞度美发设计店,4.40306E+17,2015/1/8,宝安区,西乡,0755-29749309,100m2以上,商业区,深圳市宝安区西乡鸣乐街6号,18680355072,2014/12/23 17:39,SZ-BA-201400465,刘运良,,218
新奇迹发型屋,深圳市罗湖区新奇迹发型屋,2.01507E+17,,罗湖区,国贸,13603007347,,,深圳市罗湖区友谊路18号,13603007347,2015/7/20 13:03,SZ-NS-2015001420,刘志东,,930
新诗维美发店,深圳仁天堂投资管理有限公司,4.40304E+17,2015/1/8,福田区,华强,0755-88609666,100m2以上,商业区,深圳市福田区福虹路华强花园A座首层（新诗维，华强路地铁站C出口）,13828738238,2014/12/15 10:11,SZ-FT-201400024,,,95
新丝艺造型,深圳市龙岗区坂田新丝艺美发店,4.40307E+17,2015/1/8,龙岗区,坂田,0755-84713529,60-100m2,其他,深圳市龙岗区坂田商业广场二楼扶梯进口旁206号,18038056657,2015/1/5 17:44,SZ-LG-201400735,刘燕飞,,444
新鑫护肤造型（翠竹店）,深圳市罗湖区新鑫美容美发中心,4.40303E+17,2015/1/8,罗湖区,田贝,0755-25605150,100m2以上,商业区,深圳市罗湖区翠竹路1189号,15158986518,2014/12/23 20:56,SZ-NS-201500836,叶正好,0755-25605150,244
新鑫护肤造型（星海名城店）,深圳市南山区新创典美容美发中心,4.40305E+17,2015/1/8,南山区,前海,0755-26936856,100m2以上,,深圳市南山区前海路1号路星海名城1期2组团16号铺,18857007595,2015/1/13 20:23,SZ-LG-201400716,花强,,660
新鑫美容美发中心,深圳市罗湖区新鑫美容美发中心,4.40303E+17,2015/6/9,罗湖区,田贝,15158986518,100m2以上,社区,深圳市罗湖区翠竹路1169号,15158986518,2015/6/9 10:49,SZ-NS-201500836,叶正好,0755-25605150,842
新形象,深圳市福田区好新形象美发店,4.40304E+17,,福田区,华强,13267013181,,商业区,深圳市福田区福星路148号,13267013181,2015/6/4 18:43,SZ-NS-201500723,吴世海,,823
新印象理发店,深圳市宝安区福永朱能华新印象理发店,4.40306E+17,2015/1/8,宝安区,福永,15915427060,60-100m2,社区,深圳市宝安区福永街道桥头居委对面,15915427060,2014/12/23 20:56,SZ-BA-201400422,朱能华,,245
新印象沙龙,深圳市罗湖区新印象理发店,4.40303E+17,2015/6/1,罗湖区,东门,0755-82208411,60-100m2,商业区,深圳市罗湖区南湖街道人民南路深房广场二楼A201,13670089966,2015/6/1 15:48,SZ-NS-201500163,林冠华,,807
鑫濠美业（西乡店）,深圳市宝安区西乡鑫濠美发烫染店,0,2015/1/8,宝安区,西乡,15989566670,100m2以上,,深圳市宝安区西乡街道共乐社区安顺路24号（一楼）,18676772325,2015/1/17 15:34,SZ-NS-201500807,常伦勇,,731
鑫濠美业（新乐店）,深圳市宝安区西乡鑫濠美发烫染店,0,2015/1/8,宝安区,西乡,0755-33513990,60-100m2,,深圳市宝安区西乡新乐村3巷17号,18676772325,2015/1/17 15:37,SZ-NS-201500806,常伦勇,,732
兴酷美（石岩店）,深圳市兴酷美企业管理有限公司,4.40304E+17,2015/5/29,宝安区,石岩,18718526977,100m2以上,社区,广东省深圳市宝安区石岩镇罗租大道104号,13418760512,2015/5/29 16:51,SZ-NS-201500169,曾志华,,804
兴酷美（下沙店）,深圳市兴酷美企业管理有限公司,4.40304E+17,2015/5/29,福田区,上下沙,15920094484,100m2以上,社区,广东省深圳市福田区沙头街道下沙村三坊72号,13418760512,2015/5/29 16:50,SZ-NS-201500169,曾志华,,803
星光大道,深圳市宝安区观澜星光大道发廊,4.40306E+17,2015/1/8,龙华新区,观澜,0755-28031500,100m2以上,商业区,深圳市龙华新区观澜街道翠澜社区新澜大街14号201,13760357494,2014/12/18 16:05,SZ-LH-201400380,甘清才,13760357494,167
星海show（美加广场店）,深圳市星海形象设计有限公司美加广场分店,4.40305E+17,,南山区,华侨城,18598241688,,,深圳市南山区潮州西街美加广场首层10号铺,13902964792,2015/6/4 14:57,SZ-NS-201500781,夏建平,,819
星偶像,深圳市星偶像艺术文化传播有限公司,4.40304E+17,2015/1/8,福田区,景田,0755-82961759,100m2以上,商业区,深圳市福田区新闻路1号中电信息大厦一层101-4,13602541255,2014/12/11 15:19,SZ-FT-201400019,段昌松,13602541255,86
星期八（爱华店）,深圳市兴酷美企业管理有限公司,4.40304E+17,2015/5/29,福田区,上下沙,15014006160,100m2以上,社区,广东省深圳市福田区沙城头东村13栋1单元,13418760512,2015/5/29 16:47,SZ-NS-201500169,曾志华,,801
星期八（峰景台店）,深圳市福田区星期八美发店,4.40303E+17,2015/1/8,罗湖区,黄贝岭,13590266047,,,深圳市罗湖区怡景路1037号,13725551591,2014/12/26 17:12,SZ-BA-201400741,林益清,,342
星期八（湖贝店）,深圳市龙岗区布吉星座期待八理发店,4.40307E+17,2015/1/8,罗湖区,东门,13760361473,100m2以上,社区,深圳市罗湖区中兴路湖贝北坊7号,13423914041,2015/1/3 20:38,SZ-LG-201400665,邓晖,13423914041,452
星期八（黄贝岭店）,深圳市福田区星期八美发店,4.40303E+17,2015/1/8,罗湖区,黄贝岭,13510973527,,,深圳市罗湖区黄贝岭中村53号铺-4,13725551591,2014/12/26 17:03,SZ-BA-201400741,林益清,,340
星期八（景田店）,深圳市福田区星期八美发店,4.40303E+17,2015/1/8,福田区,香蜜湖,0755-83186544,,,深圳市景田东路布尾村32栋201,13725551591,2014/12/26 17:41,SZ-BA-201400741,林益清,,347
星期八（莲塘店）,深圳市龙岗区布吉星座期待八理发店,4.40307E+17,2015/1/8,罗湖区,莲塘,15099949064,100m2以上,社区,罗湖区莲塘村国威坳下村5号2楼,13423914041,2015/1/4 16:49,SZ-LG-201400665,邓晖,13423914041,454
星期八（梅林店),深圳市福田区星期八美发店,4.40303E+17,2015/1/8,福田区,梅林,0755-83111403,,,深圳市福田区下梅林河背村74号,13725551591,2014/12/26 17:48,SZ-BA-201400741,林益清,,348
星期八（民治店）,深圳市龙岗区布吉星座期待八理发店,4.40307E+17,2015/1/8,龙华新区,民治,13528469862,100m2以上,社区,深圳市龙华新区民治民康路樟坑村一区106栋1-2楼,13423914041,2015/1/4 16:28,SZ-LG-201400665,邓晖,13423914041,453
星期八（南新路店）,深圳市南山区魅力前线美容院,4.40305E+17,2015/1/8,南山区,南头,0755-26563041,100m2以上,商业区,深圳市南山区南新路2044号,15068172376,2014/12/27 15:59,SZ-NS-201400092,张路,,371
星期八（泥岗店）,深圳市龙岗区布吉星座期待八理发店,4.40307E+17,2015/1/8,罗湖区,银湖,18823678426,100m2以上,社区,深圳市罗湖区泥岗西村85-1号2楼,13423914041,2015/1/4 17:13,SZ-LG-201400665,邓晖,13423914041,455
星期八（三联村店）,深圳市兴酷美企业管理有限公司,4.40304E+17,2015/5/29,龙岗区,布吉,13715330205,100m2以上,社区,广东省深圳市龙岗区布吉街道三联村二区十二巷六号二楼201,13418760512,2015/5/29 16:46,SZ-NS-201500169,曾志华,,800
星期八（玉龙店）,深圳市福田区星期八美发店,4.40303E+17,2015/1/8,罗湖区,银湖,15813744203,,,深圳市罗湖区清水河玉龙新村A区1-1栋,13725551591,2014/12/26 17:19,SZ-BA-201400741,林益清,,344
星期八发型（草埔店）,深圳市福田区星期八美发店,4.40303E+17,2015/1/8,罗湖区,草埔,0755-25677482,,,深圳市罗湖区草铺东村吓屋村18号201,13725551591,2014/12/26 17:34,SZ-BA-201400741,林益清,,346
星期八美之谷,深圳市龙岗区布吉星座期待八理发店,4.40307E+17,2015/1/8,龙岗区,布吉,13430689667,100m2以上,社区,深圳市龙岗区布吉街道大靓村二区二十号一楼101,13423914041,2015/1/3 20:08,SZ-LG-201400665,邓晖,13423914041,451
星尚城市沙龙,深圳市罗湖区星尚城市沙龙 美发店,2.01507E+17,,罗湖区,东门,18682326921,,,深圳市罗湖区桂圆街道红桂路宝泉庄2栋101,18682326921,2015/7/13 14:35,SZ-NS-2015001015,柳杨明,,915
星尚造型,深圳市南山区星尚造型美发店,2.01507E+17,2015/7/1,南山区,桂庙路口,13510531603,,,深圳市南山区南山街道向南东村153号,13510531603,2015/7/2 16:12,SZ-NS-2015001135,匡全全,,887
型阁美容美发,深圳市宝安区福永徐红平理发店,4.40306E+17,2015/1/8,宝安区,福永,0755-29560006,100m2以上,社区,深圳市宝安区福永街道塘尾社区和沙路,13728679601,2015/1/3 21:58,SZ-BA-201400625,徐红平,,514
型格美发造型沙龙,深圳市盐田区型格美发造型理发店,4.40302E+17,2015/1/8,盐田区,沙头角,13823643245,60-100m2,其他,深圳市盐田区沙头角街道沙盐路3009号,13823643245,2015/1/7 18:32,SZ-LG-201400671,王雁彬,,648
轩尼丝发型（白石龙地铁店）,深圳市龙华新区民治轩尼丝美发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-29055002,,,深圳市龙华新区民治街道白石龙村口113栋2楼,13058086666,2015/1/3 21:37,SZ-BA-201400616,熊映辉,,460
轩尼丝发型（北站店）,深圳市龙华新区民治轩尼丝美发店,4.40306E+17,2015/1/8,龙华新区,龙华,0755-29004355,,,深圳市龙华新区红山地铁站D出口左转,13058086666,2015/1/3 21:06,SZ-BA-201400616,熊映辉,,457
轩尼丝发型（横岭天虹店),深圳市龙华新区民治轩尼丝美发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-28167267,,,深圳市龙华新区民治街道横岭1区,13058086666,2015/1/3 21:49,SZ-BA-201400616,熊映辉,,462
轩尼丝发型（金域华府店）,深圳市龙华新区民治轩尼丝美发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-23119436,,,深圳市龙华新区民治街道民塘万科金城华府1期2楼,13058086666,2015/1/3 21:13,SZ-BA-201400616,熊映辉,,458
轩尼丝发型（民康皓月店）,深圳市龙华新区民治轩尼丝美发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-29357239,,,深圳市龙华新区民治街道民康路口皓月花园107铺,13058086666,2015/1/3 21:54,SZ-BA-201400616,熊映辉,,463
轩尼丝发型（潜龙花园店）,深圳市龙华新区民治轩尼丝美发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-81705327,,,深圳市龙华新区民治街道潜龙鑫茂花园B区110号,13058086666,2015/1/3 21:44,SZ-BA-201400616,熊映辉,,461
轩尼丝发型（榕苑店）,深圳市龙华新区民治轩尼丝美发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-28075178,,,深圳市龙华新区民治大道39号榕苑1栋105号1楼,13058086666,2015/1/3 21:32,SZ-BA-201400616,熊映辉,,459
轩尼丝发型（万家灯火店）,深圳市龙华新区民治轩尼丝美发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-28098000,,,深圳市龙华新区民治街道办民乐村万家灯火小区105,13058086666,2015/1/3 20:39,SZ-BA-201400616,熊映辉,,456
雅典娜,深圳市宝安区松岗娜典雅美发店,2.01507E+17,,宝安区,松岗,15013756627,,,深圳市宝安区松岗街道楼岗大道50号,15013756627,2015/7/10 11:35,SZ-NS-2015001227,熊飞,,901
雅殿美容美发,深圳市福田区雅殿美发馆,4.40304E+17,2015/1/8,福田区,梅林,0755-83979693,100m2以上,社区,深圳市福田区梅东二路3-15号,13424387538,2014/12/15 11:06,SZ-FT-201400179,周朋,0755-83979693,96
雅琪美容美发（宝利豪庭店）,深圳市柏锜美容美发有限公司,4.40303E+17,2015/1/8,宝安区,松岗,0755-27088348,100m2以上,社区,深圳市宝安区松岗镇宝利豪庭45号,13686886608,2014/12/19 10:29,SZ-LH-201400325,,,200
雅琪美容美发（洪湖店）,深圳市柏锜美容美发有限公司,4.40303E+17,2015/1/8,罗湖区,东门,0755-25505556,100m2以上,社区,深圳市罗湖区洪湖路碧湖花园15号,13686886608,2014/12/19 9:58,SZ-LH-201400325,肖国清,13686886608,194
雅锜护肤造型SPA会所（福田店）,深圳市柏锜美容美发有限公司,4.40303E+17,2015/1/8,福田区,华强,0755-83226823,100m2以上,社区,深圳市华强北福田区振兴路兰光路交界 28号,13686886608,2014/12/19 10:06,SZ-LH-201400325,,,195
雅之都专业美发,深圳市南山区雅之都专业美发店,2.01507E+17,,南山区,桂庙路口,13760367774,,,深圳市南山区海德二道南光村105号-5,13760367774,2015/7/28 17:28,SZ-NS-2015001555,王思敏,,984
雅姿国际美容美发会所,深圳市公明新区公明桑迪名豪美容美发店,4.40306E+17,2015/1/8,宝安区,公明,0755-27108070,,,深圳市光明新区公明办事处合水口社区公明建设西路南四巷5号,13632905185,2015/1/9 11:19,SZ-BA-201400785,柳忠伟,,655
妍妆发艺,深圳市南山区壹流妍妆美发店,4.40305E+17,2015/1/8,南山区,科技园,0755-26502691,100m2以上,社区,深圳市南山区科技园深南花园A座,13926523529,2014/12/25 12:34,SZ-LH-201400242,周顺兵,,273
研私人定制造型,深圳市南山区研私人定制造型,4.40305E+17,2015/1/8,南山区,蛇口,0755-86692158,60-100m2,社区,深圳市南山区太古城蛇口中心路曦湾华府C21号,18682351623,2014/12/9 11:44,SZ-NS-201400111,梁芝维,,25
演发城,深圳市宝安区福永谢演发城理发店,4.40306E+17,2015/1/8,宝安区,福永,0755-36935149,100m2以上,社区,深圳市宝安区福永街道桥头社区大洋路93号,15013713455,2015/1/5 14:57,SZ-BA-201400451,谢海来,,560
演艺造型,深圳市宝安区演艺时尚造型发廊,2.01507E+17,,宝安区,新安,13686818220,,,深圳市宝安区新安街道50区自由路11巷2号102,18682376360,2015/7/10 14:15,SZ-NS-2015001238,庞海,,903
阳光美业（沙嘴店）,深圳市罗湖区沙龙发型松园店,4.40305E+17,2015/1/8,福田区,新洲,0755-82809785,100m2以上,社区,深圳市福田区沙嘴村二坊133-1号,13651410061,2014/12/18 19:10,SZ-LH-201400294,,,189
阳光新贵（碧水龙庭店）,深圳市阳光美媛美容有限公司民治分店,4.40306E+17,2015/1/8,龙华新区,民治,0755-23700040,100m2以上,社区,深圳市龙华新区民治街道民康路口碧水龙庭2栋A座2层,13809884141,2014/12/24 10:13,SZ-LH-201400352,赵广泉,,262
阳光新贵（皇庭港湾店）,深圳市阳光美媛美容有限公司民治分店,4.40306E+17,2015/1/8,南山区,南油,0755-86665025,100m2以上,社区,深圳市南山科苑南路皇庭港湾5号铺,13809884141,2014/12/24 10:32,SZ-LH-201400352,赵广泉,,264
阳光雨美发创作中心,深圳市南山区阳光雨美发创作中心,4.40305E+17,2015/6/10,南山区,西丽,0755-26979623,,,深圳市南山区西丽镇桃源村94栋101,13760115082,2015/6/10 15:27,SZ-NS-201500825,张俊,,848
一贝尔烫染造型店,深圳市宝安区西乡一贝尔烫染造型店,2.01507E+17,2015/7/7,宝安区,西乡,13728875055,100m2以上,社区,广东省深圳市宝安区西乡街道铁岗村铁岗大厦A栋10号铺,13728875055,2015/7/7 16:49,SZ-NS-201500820,田百胜,,896
一木造型,深圳市龙岗区龙岗一木造型护肤会所,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-84821731,100m2以上,其他,深圳市龙岗区龙岗金城街15号一层,13760121606,2015/1/5 18:07,SZ-LG-201400727,陈珍珍,0755-84821731,594
一人一型,深圳市龙岗区南湾一人一型美容美发中心,2.01506E+17,,龙岗区,布吉,0755-84039919,,,深圳市龙岗区南湾街道沙湾社区肉菜市场东巷2号,13537888887,2015/6/23 15:09,SZ-NS-201500967,江旗,,874
一丝缘,深圳市宝安区福永形象一丝缘理发店,2.01507E+17,,宝安区,福永,18938630527,,,福永街道凤凰社区第三工业区商铺七栋101,18938630527,2015/7/10 14:30,SZ-NS-201500962,周遵合,,902
伊浪名师名店,深圳市南山区伊浪理发店,2.01507E+17,,南山区,西丽,13480977896,,,深圳市南山区西丽镇大磡村商业街34号,13480977896,2015/7/21 17:14,SZ-NS-2015001522,胡玉辉,,955
伊美·创意（海文店）,深圳市南山区伊美意美发店,4.40305E+17,2015/1/8,南山区,南油,0755-26497720,100m2以上,社区,深圳市南山区海文花园三栋S-01号,13925295859,2015/1/27 15:02,SZ-LG-201400659,陈鲜洪,,763
伊美·意（明珠店）,深圳市南山区伊美意美发店,4.40305E+17,2015/1/8,南山区,南山医院,0755-86250699,60-100m2,社区,深圳市南山区西海明珠大厦F栋123号,13925295859,2015/1/27 15:06,SZ-LG-201400659,陈鲜洪,,764
伊尚（八分店）,深圳市龙岗区伊尚发理发店,4.40307E+17,2015/1/8,龙岗区,新洲,15602483810,100m2以上,其他,深圳市龙岗区布吉街道木棉路24-11（木棉湾实验小学旁边）,15602483810,2015/1/5 17:12,SZ-LG-201400720,陈伯,,578
伊丝发廊,深圳市福田区伊丝发廊,4.40304E+17,2015/1/8,福田区,华强,0755-25560494,,,深圳市福田区南园路埔尾村71栋二楼,15018912908,2015/1/4 10:29,SZ-LH-201400270,刘开炎,,504
